subject	A1	A2	B1	B2	C1	C2	DMA1	DMA2	DMB1	DMB2	DPA11	DPA12	DPA21	DPA22	DPB11	DPB12	DQB11	DQB12	DRA1	DRA2	DRB11	DRB12	DRB31	DRB32	E1	E2	F1	F2	HFE1	HFE2	K1	K2	DPB21	DPB22	W1	W2	J1	J2	L1	L2	DOB1	DOB2	DOA1	DOA2	DQA11	DQA12	DRB41	DRB42	H1	H2	DRB51	DRB52	R1	R2	V1	V2	Y1	Y2	G1	G2	T1	T2	U1	U2	S1	S2	DQB21	DQB22	DQA21	DQA22	DRB71	DRB72	N1	N2	P1	P2
SRR8181366	31518.0	31518.0	10050.0	10050.0	632.0	632.0	2675.0	2675.0	1293.0	1293.0	6101.0	6101.0	15.0	15.0	1660.0	1660.0	1.0	1.0	8340.0	8340.0	17.0	17.0			16423.0	16423.0	4759.0	4759.0	122.0	122.0	67.0	67.0	8.0	8.0			18.0	18.0	86.0	86.0	774.0	774.0	254.0	254.0	813.0	813.0							1.0	1.0	1.0	1.0	109.0	109.0	5.0	5.0			5.0	5.0												
SRR8181367	4226.0	4226.0	8009.0	8009.0	18.0	18.0	2234.0	2234.0	1169.0	1169.0	7482.0	7482.0			3611.0	3611.0	1915.0	1915.0	4123.0	4123.0	3152.0	3152.0			22585.0	22585.0	6796.0	6796.0	181.0	181.0	22.0	22.0	1.0	1.0			22.0	22.0	37.0	37.0	41.0	41.0	33.0	33.0	873.0	873.0			69.0	69.0					1.0	1.0	118.0	118.0	1.0	1.0																
SRR8181368	4500.0	4500.0	327.0	327.0	65.0	65.0	2832.0	2832.0	1763.0	1763.0	7237.0	7237.0			32.0	32.0	9.0	9.0	9521.0	9521.0	266.0	266.0			20264.0	20264.0	4813.0	4813.0	175.0	175.0	12.0	12.0	3.0	3.0			21.0	21.0	40.0	40.0	269.0	269.0	84.0	84.0	283.0	283.0									1.0	1.0			2.0	2.0																
SRR8181369	6533.0	6533.0	1982.0	1982.0	33101.0	33101.0	3603.0	3603.0	1689.0	1689.0	9789.0	9789.0	9.0	9.0	1391.0	1391.0	3.0	3.0	10001.0	10001.0	626.0	626.0			27688.0	27688.0	5570.0	5570.0	111.0	111.0	22.0	22.0	14.0	14.0	1.0	1.0	18.0	18.0	85.0	85.0	254.0	254.0	355.0	355.0	3.0	3.0			46.0	46.0	3.0	3.0			2.0	2.0			5.0	5.0																
SRR8181370	30296.0	30296.0	459.0	459.0	6846.0	6846.0	2948.0	2948.0	1374.0	1374.0	9614.0	9614.0	12.0	12.0	2426.0	2426.0	6818.0	6818.0	5635.0	5635.0	11487.0	11487.0			25819.0	25819.0	6519.0	6519.0	118.0	118.0	88.0	88.0	12.0	12.0	6.0	6.0	48.0	48.0	64.0	64.0	330.0	330.0	401.0	401.0	3772.0	3772.0			27.0	27.0	7222.0	7222.0			4.0	4.0			4.0	4.0	4.0	4.0														
SRR8181371	117.0	117.0	410.0	410.0	53.0	53.0	3284.0	3284.0	1717.0	1717.0	13248.0	13248.0	6.0	6.0	3536.0	3536.0	5029.0	5029.0	18359.0	18359.0	8486.0	8486.0	1.0	1.0	29218.0	29218.0	5312.0	5312.0	112.0	112.0	13.0	13.0	3.0	3.0	1.0	1.0	8.0	8.0	61.0	61.0	232.0	232.0	127.0	127.0	1094.0	1094.0					5185.0	5185.0			2.0	2.0			1.0	1.0																
SRR8181372	36.0	36.0	19192.0	19192.0	1195.0	1195.0	3538.0	3538.0	1533.0	1533.0	7271.0	7271.0	1.0	1.0	67.0	67.0	12.0	12.0	9241.0	9241.0	2136.0	2136.0			22382.0	22382.0	6568.0	6568.0	163.0	163.0	12.0	12.0	6.0	6.0	1.0	1.0	21.0	21.0	97.0	97.0	450.0	450.0	292.0	292.0	4.0	4.0					4.0	4.0			7.0	7.0			5.0	5.0																
SRR8181373	21293.0	21293.0	11892.0	11892.0	1644.0	1644.0	2744.0	2744.0	1354.0	1354.0	7101.0	7101.0	4.0	4.0	3187.0	3187.0	20.0	20.0	15407.0	15407.0	839.0	839.0	5.0	5.0	16734.0	16734.0	4130.0	4130.0	39.0	39.0	88.0	88.0	16.0	16.0			11.0	11.0	77.0	77.0	964.0	964.0	251.0	251.0	856.0	856.0	1.0	1.0	4.0	4.0					6.0	6.0	5.0	5.0	6.0	6.0			1.0	1.0	1.0	1.0										
SRR8181374	13191.0	13191.0	1883.0	1883.0	1052.0	1052.0	2742.0	2742.0	1690.0	1690.0	7549.0	7549.0			1839.0	1839.0	3106.0	3106.0	12795.0	12795.0	7548.0	7548.0	5.0	5.0	25509.0	25509.0	5994.0	5994.0	121.0	121.0	95.0	95.0	3.0	3.0			16.0	16.0	30.0	30.0	242.0	242.0	139.0	139.0	864.0	864.0	1.0	1.0	1.0	1.0	5142.0	5142.0			11.0	11.0			12.0	12.0																
SRR8181375	29469.0	29469.0	3881.0	3881.0	14942.0	14942.0	2619.0	2619.0	1198.0	1198.0	8735.0	8735.0	1.0	1.0	1854.0	1854.0	2517.0	2517.0	12362.0	12362.0	5969.0	5969.0	1.0	1.0	21978.0	21978.0	5325.0	5325.0	125.0	125.0	74.0	74.0	7.0	7.0	2.0	2.0	17.0	17.0	24.0	24.0	260.0	260.0	199.0	199.0	1540.0	1540.0	30.0	30.0	20.0	20.0	4858.0	4858.0			1.0	1.0			3.0	3.0	4.0	4.0														
SRR8181376	10228.0	10228.0	8488.0	8488.0	15475.0	15475.0	2776.0	2776.0	1343.0	1343.0	5788.0	5788.0	2.0	2.0	1582.0	1582.0	2572.0	2572.0	13660.0	13660.0	1072.0	1072.0	60.0	60.0	19013.0	19013.0	4528.0	4528.0	108.0	108.0	18.0	18.0	1.0	1.0			7.0	7.0	16.0	16.0	139.0	139.0	115.0	115.0	771.0	771.0											12.0	12.0	1.0	1.0									1.0	1.0						
SRR8181377	2045.0	2045.0	9493.0	9493.0	1227.0	1227.0	2752.0	2752.0	1586.0	1586.0	8927.0	8927.0	1.0	1.0	3045.0	3045.0	5875.0	5875.0	11284.0	11284.0	6403.0	6403.0	1.0	1.0	25994.0	25994.0	7029.0	7029.0	133.0	133.0	47.0	47.0	11.0	11.0	3.0	3.0	7.0	7.0	24.0	24.0	614.0	614.0	280.0	280.0	2722.0	2722.0			40.0	40.0	3925.0	3925.0					14.0	14.0	2.0	2.0																
SRR8181378	15051.0	15051.0	14117.0	14117.0	1893.0	1893.0	4198.0	4198.0	2982.0	2982.0	12063.0	12063.0	2.0	2.0	3940.0	3940.0	2401.0	2401.0	18441.0	18441.0	3246.0	3246.0			29440.0	29440.0	8396.0	8396.0	174.0	174.0	51.0	51.0	16.0	16.0	1.0	1.0	19.0	19.0	6.0	6.0	604.0	604.0	440.0	440.0	1961.0	1961.0	31.0	31.0	83.0	83.0	3.0	3.0	2.0	2.0	6.0	6.0	16.0	16.0	6.0	6.0			3.0	3.0			1.0	1.0			1.0	1.0	1.0	1.0		
SRR8181379	22188.0	22188.0	4398.0	4398.0	19992.0	19992.0	3237.0	3237.0	2441.0	2441.0	9372.0	9372.0			1716.0	1716.0	1787.0	1787.0	13053.0	13053.0	2920.0	2920.0	1.0	1.0	26125.0	26125.0	9375.0	9375.0	204.0	204.0	85.0	85.0	7.0	7.0			17.0	17.0	7.0	7.0	526.0	526.0	286.0	286.0	1242.0	1242.0	11.0	11.0	28.0	28.0					1.0	1.0	14.0	14.0	5.0	5.0			2.0	2.0							1.0	1.0				
SRR8181380	11770.0	11770.0	11711.0	11711.0	2267.0	2267.0	3693.0	3693.0	2657.0	2657.0	10249.0	10249.0	5.0	5.0	6197.0	6197.0	18.0	18.0	18331.0	18331.0	3299.0	3299.0	1.0	1.0	26821.0	26821.0	6746.0	6746.0	183.0	183.0	13.0	13.0	7.0	7.0	2.0	2.0	43.0	43.0	5.0	5.0	544.0	544.0	110.0	110.0	328.0	328.0					2.0	2.0			7.0	7.0			9.0	9.0																
SRR8181381	23353.0	23353.0	20152.0	20152.0	881.0	881.0	3558.0	3558.0	1792.0	1792.0	7352.0	7352.0	3.0	3.0	81.0	81.0	3201.0	3201.0	6839.0	6839.0	1253.0	1253.0			22934.0	22934.0	4908.0	4908.0	142.0	142.0	7.0	7.0	4.0	4.0			16.0	16.0	26.0	26.0	165.0	165.0	28.0	28.0	980.0	980.0	1.0	1.0	57.0	57.0					1.0	1.0			2.0	2.0	3.0	3.0														
SRR8181382	14317.0	14317.0	52941.0	52941.0	34979.0	34979.0	3079.0	3079.0	1694.0	1694.0	7058.0	7058.0	1.0	1.0	3299.0	3299.0	1477.0	1477.0	4934.0	4934.0	3243.0	3243.0			26142.0	26142.0	7081.0	7081.0	337.0	337.0			4.0	4.0	2.0	2.0	31.0	31.0	48.0	48.0	355.0	355.0	283.0	283.0	965.0	965.0									3.0	3.0			8.0	8.0																
SRR3362713	57011.0	57011.0	12735.0	12735.0	59219.0	59219.0	1846.0	1846.0	1763.0	1763.0	8256.0	8256.0	8.0	8.0	2170.0	2170.0	2563.0	2563.0	9044.0	9044.0	8622.0	8622.0	3.0	3.0	50854.0	50854.0	12546.0	12546.0	227.0	227.0	128.0	128.0	4.0	4.0	13.0	13.0	32.0	32.0	2.0	2.0	780.0	780.0	304.0	304.0	2523.0	2523.0			59.0	59.0	6196.0	6196.0	1.0	1.0	2.0	2.0	153.0	153.0	1.0	1.0	1.0	1.0	2.0	2.0												
SRR3362715	4512.0	4512.0	33131.0	33131.0	21588.0	21588.0	810.0	810.0	428.0	428.0	2331.0	2331.0			1396.0	1396.0	204.0	204.0	3529.0	3529.0	2000.0	2000.0	2.0	2.0	29214.0	29214.0	8428.0	8428.0	148.0	148.0	73.0	73.0	1.0	1.0	2.0	2.0	12.0	12.0	6.0	6.0	182.0	182.0	107.0	107.0	551.0	551.0	4.0	4.0	4.0	4.0	1769.0	1769.0	1.0	1.0	2.0	2.0	105.0	105.0	8.0	8.0									1.0	1.0						
SRR3362717	12724.0	12724.0	16600.0	16600.0	4417.0	4417.0	324.0	324.0	207.0	207.0	522.0	522.0	5.0	5.0	301.0	301.0	664.0	664.0	1135.0	1135.0	67.0	67.0			46218.0	46218.0	7691.0	7691.0	130.0	130.0	46.0	46.0			4.0	4.0	11.0	11.0	10.0	10.0	215.0	215.0	65.0	65.0	277.0	277.0			38.0	38.0			3.0	3.0			100.0	100.0	6.0	6.0			1.0	1.0												
SRR3362719	18229.0	18229.0	6345.0	6345.0	1615.0	1615.0	1792.0	1792.0	1449.0	1449.0	3726.0	3726.0	12.0	12.0	2586.0	2586.0	2882.0	2882.0	9323.0	9323.0	3768.0	3768.0	1.0	1.0	35080.0	35080.0	6372.0	6372.0	183.0	183.0	14.0	14.0	5.0	5.0	19.0	19.0	14.0	14.0	22.0	22.0	694.0	694.0	274.0	274.0	1878.0	1878.0			5.0	5.0	2484.0	2484.0							2.0	2.0									1.0	1.0						
SRR3362721	391.0	391.0	34387.0	34387.0	4667.0	4667.0	2706.0	2706.0	2151.0	2151.0	9156.0	9156.0	16.0	16.0	1898.0	1898.0	1633.0	1633.0	15844.0	15844.0	12700.0	12700.0	4.0	4.0	51925.0	51925.0	12914.0	12914.0	384.0	384.0	35.0	35.0	17.0	17.0	12.0	12.0	32.0	32.0	4.0	4.0	852.0	852.0	345.0	345.0	3262.0	3262.0					10468.0	10468.0			1.0	1.0			5.0	5.0																
SRR3362723	19002.0	19002.0	12461.0	12461.0	36996.0	36996.0	1123.0	1123.0	798.0	798.0	2775.0	2775.0	5.0	5.0	2553.0	2553.0	2648.0	2648.0	4255.0	4255.0	765.0	765.0	1.0	1.0	38983.0	38983.0	10037.0	10037.0	125.0	125.0	11.0	11.0	3.0	3.0	11.0	11.0	31.0	31.0	21.0	21.0	236.0	236.0	29.0	29.0	929.0	929.0							4.0	4.0	1.0	1.0	87.0	87.0	1.0	1.0																
SRR3362725	31831.0	31831.0	7559.0	7559.0	768.0	768.0	1411.0	1411.0	1220.0	1220.0	2765.0	2765.0	29.0	29.0	1644.0	1644.0	2663.0	2663.0	7194.0	7194.0	5179.0	5179.0	1.0	1.0	44179.0	44179.0	6774.0	6774.0	186.0	186.0	6.0	6.0	2.0	2.0	21.0	21.0	19.0	19.0	9.0	9.0	391.0	391.0	115.0	115.0	1093.0	1093.0			30.0	30.0	4532.0	4532.0			1.0	1.0			1.0	1.0	2.0	2.0							1.0	1.0						
SRR3362727	29397.0	29397.0	108962.0	108962.0	77943.0	77943.0	1743.0	1743.0	1319.0	1319.0	6134.0	6134.0	5.0	5.0	891.0	891.0	1699.0	1699.0	10885.0	10885.0	4940.0	4940.0	2.0	2.0	64077.0	64077.0	12326.0	12326.0	372.0	372.0	21.0	21.0	4.0	4.0	14.0	14.0	21.0	21.0	1.0	1.0	212.0	212.0	30.0	30.0	1118.0	1118.0	1.0	1.0	58.0	58.0	3710.0	3710.0			3.0	3.0																				
SRR3362729	41208.0	41208.0	31884.0	31884.0	7382.0	7382.0	1124.0	1124.0	865.0	865.0	3326.0	3326.0	4.0	4.0	2097.0	2097.0			4837.0	4837.0	883.0	883.0	1.0	1.0	41566.0	41566.0	10168.0	10168.0	220.0	220.0	65.0	65.0	1.0	1.0	22.0	22.0	14.0	14.0			433.0	433.0	208.0	208.0	1.0	1.0			21.0	21.0					2.0	2.0			6.0	6.0			1.0	1.0												
SRR3362731	22755.0	22755.0	21074.0	21074.0	35207.0	35207.0	1008.0	1008.0	692.0	692.0	2915.0	2915.0	12.0	12.0	1181.0	1181.0	765.0	765.0	4023.0	4023.0	104.0	104.0	2.0	2.0	37069.0	37069.0	6586.0	6586.0	244.0	244.0	30.0	30.0	2.0	2.0	13.0	13.0	18.0	18.0	21.0	21.0	425.0	425.0	114.0	114.0	486.0	486.0	6.0	6.0					1.0	1.0	2.0	2.0	91.0	91.0	3.0	3.0																
SRR3362733	3666.0	3666.0	13735.0	13735.0	621.0	621.0	1116.0	1116.0	801.0	801.0	2512.0	2512.0	24.0	24.0	781.0	781.0	1063.0	1063.0	4452.0	4452.0	104.0	104.0	3.0	3.0	35506.0	35506.0	4654.0	4654.0	81.0	81.0	20.0	20.0	1.0	1.0	2.0	2.0	4.0	4.0	12.0	12.0	164.0	164.0	57.0	57.0	345.0	345.0	6.0	6.0	31.0	31.0	6.0	6.0	1.0	1.0	2.0	2.0	45.0	45.0	2.0	2.0																
SRR3362734	5379.0	5379.0	22285.0	22285.0	44546.0	44546.0	1128.0	1128.0	837.0	837.0	2242.0	2242.0	8.0	8.0	1964.0	1964.0	1153.0	1153.0	5038.0	5038.0	4026.0	4026.0	5.0	5.0	43929.0	43929.0	9279.0	9279.0	117.0	117.0	20.0	20.0	1.0	1.0	5.0	5.0	19.0	19.0	6.0	6.0	141.0	141.0	40.0	40.0	743.0	743.0	1.0	1.0	3.0	3.0	3091.0	3091.0			1.0	1.0			1.0	1.0					1.0	1.0										
SRR3362735	30738.0	30738.0	9795.0	9795.0	155.0	155.0	2123.0	2123.0	1639.0	1639.0	5787.0	5787.0	29.0	29.0	1702.0	1702.0	9.0	9.0	8211.0	8211.0	196.0	196.0	1.0	1.0	47826.0	47826.0	8657.0	8657.0	117.0	117.0	27.0	27.0	8.0	8.0	10.0	10.0	37.0	37.0	26.0	26.0	488.0	488.0	240.0	240.0	8.0	8.0	13.0	13.0	29.0	29.0	3.0	3.0	1.0	1.0			118.0	118.0	3.0	3.0	1.0	1.0							1.0	1.0						
SRR3362736	13431.0	13431.0	2263.0	2263.0	21451.0	21451.0	1617.0	1617.0	1205.0	1205.0	3903.0	3903.0	12.0	12.0	1707.0	1707.0	735.0	735.0	6208.0	6208.0	1050.0	1050.0	1.0	1.0	24608.0	24608.0	4313.0	4313.0	82.0	82.0	9.0	9.0	3.0	3.0	1.0	1.0	13.0	13.0	2.0	2.0	339.0	339.0	106.0	106.0	603.0	603.0	5.0	5.0	36.0	36.0									2.0	2.0	1.0	1.0			1.0	1.0										
SRR3362737	10116.0	10116.0	31078.0	31078.0	949.0	949.0	1975.0	1975.0	1480.0	1480.0	5362.0	5362.0	14.0	14.0	3226.0	3226.0	7.0	7.0	8522.0	8522.0	660.0	660.0			26958.0	26958.0	4282.0	4282.0	295.0	295.0	9.0	9.0	1.0	1.0	11.0	11.0	29.0	29.0	21.0	21.0	651.0	651.0	193.0	193.0	252.0	252.0	4.0	4.0	1.0	1.0	2.0	2.0			1.0	1.0			5.0	5.0							1.0	1.0	1.0	1.0						
SRR3362738	12327.0	12327.0	13234.0	13234.0	1622.0	1622.0	1820.0	1820.0	1332.0	1332.0	4831.0	4831.0	11.0	11.0	1059.0	1059.0	695.0	695.0	7322.0	7322.0	6037.0	6037.0	4.0	4.0	28553.0	28553.0	5604.0	5604.0	246.0	246.0	12.0	12.0	4.0	4.0	4.0	4.0	24.0	24.0	4.0	4.0	339.0	339.0	91.0	91.0	1679.0	1679.0			29.0	29.0	4585.0	4585.0							1.0	1.0	2.0	2.0	1.0	1.0					1.0	1.0						
SRR4241346	8104.0	8104.0	2073.0	2073.0	3158.0	3158.0	530.0	530.0	312.0	312.0	1672.0	1672.0			490.0	490.0	313.0	313.0	1713.0	1713.0	552.0	552.0			18468.0	18468.0	3686.0	3686.0	91.0	91.0	2.0	2.0	1.0	1.0	2.0	2.0	13.0	13.0	6.0	6.0	50.0	50.0	18.0	18.0	211.0	211.0	1.0	1.0	24.0	24.0									3.0	3.0	2.0	2.0														
SRR5115120	31491.0	31491.0	129124.0	129124.0	76479.0	76479.0	4378.0	4378.0	1662.0	1662.0	13753.0	13753.0			5307.0	5307.0	2621.0	2621.0	10067.0	10067.0	10196.0	10196.0	14.0	14.0	63889.0	63889.0	10051.0	10051.0	456.0	456.0	84.0	84.0	13.0	13.0	7.0	7.0	22.0	22.0	8.0	8.0	480.0	480.0	148.0	148.0	1142.0	1142.0	126.0	126.0	81.0	81.0	10567.0	10567.0					61.0	61.0	9.0	9.0	1.0	1.0														
SRR5115121	18418.0	18418.0	61392.0	61392.0	80521.0	80521.0	2163.0	2163.0	1089.0	1089.0	5992.0	5992.0			4511.0	4511.0	1845.0	1845.0	5259.0	5259.0	4403.0	4403.0	1.0	1.0	40940.0	40940.0	7046.0	7046.0	150.0	150.0	5.0	5.0	6.0	6.0	20.0	20.0	20.0	20.0	19.0	19.0	158.0	158.0	101.0	101.0	630.0	630.0	56.0	56.0	3.0	3.0	4414.0	4414.0							3.0	3.0																
SRR5115122	22506.0	22506.0	56022.0	56022.0	40589.0	40589.0	2572.0	2572.0	1398.0	1398.0	8022.0	8022.0			2411.0	2411.0	2059.0	2059.0	9601.0	9601.0	4339.0	4339.0	2.0	2.0	33617.0	33617.0	4401.0	4401.0	110.0	110.0	5.0	5.0			14.0	14.0	18.0	18.0	6.0	6.0	283.0	283.0	82.0	82.0	1275.0	1275.0	23.0	23.0			4004.0	4004.0							3.0	3.0					1.0	1.0										
SRR5115123	22365.0	22365.0	16717.0	16717.0	3964.0	3964.0	2360.0	2360.0	888.0	888.0	4733.0	4733.0			2096.0	2096.0	975.0	975.0	2805.0	2805.0	2234.0	2234.0	11.0	11.0	21055.0	21055.0	5245.0	5245.0	53.0	53.0	17.0	17.0	1.0	1.0	4.0	4.0	16.0	16.0	13.0	13.0	136.0	136.0	52.0	52.0	796.0	796.0	4.0	4.0	8.0	8.0	120.0	120.0					1.0	1.0	7.0	7.0			3.0	3.0												
SRR5115126	10682.0	10682.0	13928.0	13928.0	65896.0	65896.0	1985.0	1985.0	970.0	970.0	5956.0	5956.0			2539.0	2539.0	1782.0	1782.0	6411.0	6411.0	3633.0	3633.0	3.0	3.0	45250.0	45250.0	6900.0	6900.0	250.0	250.0	8.0	8.0	2.0	2.0	27.0	27.0	45.0	45.0	17.0	17.0	314.0	314.0	165.0	165.0	609.0	609.0	3.0	3.0	2.0	2.0	3104.0	3104.0							3.0	3.0																
SRR10342368	15097.0	15097.0	4790.0	4790.0	25976.0	25976.0	1614.0	1614.0	507.0	507.0	2643.0	2643.0			1419.0	1419.0	2106.0	2106.0	1941.0	1941.0	1752.0	1752.0	1.0	1.0	7675.0	7675.0	4492.0	4492.0	32.0	32.0			1.0	1.0	3.0	3.0					80.0	80.0	8.0	8.0	376.0	376.0			10.0	10.0	1931.0	1931.0							2.0	2.0	2.0	2.0														
SRR10342369	25192.0	25192.0	5495.0	5495.0	1641.0	1641.0	3820.0	3820.0	1643.0	1643.0	7613.0	7613.0	1.0	1.0	727.0	727.0	7123.0	7123.0	9416.0	9416.0	12637.0	12637.0	10.0	10.0	17882.0	17882.0	7573.0	7573.0	96.0	96.0	5.0	5.0	5.0	5.0			3.0	3.0			230.0	230.0	49.0	49.0	1295.0	1295.0	2.0	2.0	101.0	101.0	10824.0	10824.0																								
SRR10342370	20525.0	20525.0	7425.0	7425.0	138.0	138.0	1898.0	1898.0	1203.0	1203.0	9164.0	9164.0			4317.0	4317.0	633.0	633.0	7164.0	7164.0	4832.0	4832.0	6.0	6.0	10545.0	10545.0	4957.0	4957.0	72.0	72.0	15.0	15.0	3.0	3.0	2.0	2.0	6.0	6.0	18.0	18.0	189.0	189.0	65.0	65.0	1023.0	1023.0	16.0	16.0			4189.0	4189.0					15.0	15.0					1.0	1.0												
SRR10342371	12032.0	12032.0	2969.0	2969.0	97.0	97.0	2098.0	2098.0	738.0	738.0	4513.0	4513.0			2357.0	2357.0	530.0	530.0	3580.0	3580.0	3907.0	3907.0	2.0	2.0	5589.0	5589.0	4264.0	4264.0	26.0	26.0							6.0	6.0	8.0	8.0	275.0	275.0	27.0	27.0	594.0	594.0	33.0	33.0	30.0	30.0	4267.0	4267.0											1.0	1.0			2.0	2.0								
SRR13214141	21158.0	21158.0	5294.0	5294.0	65.0	65.0	2253.0	2253.0	1281.0	1281.0	5339.0	5339.0			1014.0	1014.0	302.0	302.0	14622.0	14622.0	483.0	483.0			19446.0	19446.0	1774.0	1774.0	339.0	339.0	5.0	5.0	3.0	3.0			1.0	1.0	32.0	32.0	169.0	169.0	106.0	106.0	800.0	800.0			10.0	10.0											4.0	4.0														
SRR13214142	9272.0	9272.0	12123.0	12123.0	8662.0	8662.0	857.0	857.0	577.0	577.0	2643.0	2643.0	7.0	7.0	1176.0	1176.0			4494.0	4494.0	420.0	420.0			15574.0	15574.0	1768.0	1768.0	210.0	210.0	12.0	12.0	1.0	1.0	6.0	6.0	4.0	4.0	49.0	49.0	258.0	258.0	135.0	135.0					10.0	10.0	1.0	1.0	2.0	2.0			36.0	36.0																	1.0	1.0
SRR13214143	13045.0	13045.0	2423.0	2423.0	117.0	117.0	437.0	437.0	303.0	303.0	1127.0	1127.0	2.0	2.0	321.0	321.0	528.0	528.0	2390.0	2390.0	621.0	621.0			11904.0	11904.0	1251.0	1251.0	119.0	119.0	21.0	21.0	2.0	2.0	9.0	9.0	2.0	2.0			85.0	85.0	48.0	48.0	207.0	207.0	1.0	1.0	3.0	3.0	528.0	528.0					39.0	39.0			3.0	3.0														
SRR13214144	20249.0	20249.0	1465.0	1465.0	8.0	8.0	697.0	697.0	673.0	673.0	2034.0	2034.0			1193.0	1193.0	1254.0	1254.0	3123.0	3123.0	1603.0	1603.0			14051.0	14051.0	1563.0	1563.0	315.0	315.0	18.0	18.0	3.0	3.0			2.0	2.0	24.0	24.0	93.0	93.0	96.0	96.0	341.0	341.0					1834.0	1834.0					39.0	39.0																		
SRR13214145	19718.0	19718.0	25204.0	25204.0	1203.0	1203.0	2915.0	2915.0	1362.0	1362.0	5245.0	5245.0			1374.0	1374.0	2404.0	2404.0	8820.0	8820.0	3694.0	3694.0			41124.0	41124.0	2636.0	2636.0	379.0	379.0							5.0	5.0			191.0	191.0	216.0	216.0	691.0	691.0					4488.0	4488.0			6.0	6.0			1.0	1.0																
SRR13214146	6491.0	6491.0	10569.0	10569.0	43.0	43.0	770.0	770.0	581.0	581.0	2740.0	2740.0	1.0	1.0	565.0	565.0			3434.0	3434.0	452.0	452.0			10862.0	10862.0	2005.0	2005.0	180.0	180.0	3.0	3.0	6.0	6.0			5.0	5.0	3.0	3.0	203.0	203.0	139.0	139.0											2.0	2.0			1.0	1.0																
SRR13214147	428.0	428.0	3951.0	3951.0	48.0	48.0	471.0	471.0	473.0	473.0	1678.0	1678.0	3.0	3.0	34.0	34.0	427.0	427.0	3026.0	3026.0	984.0	984.0	1.0	1.0	6748.0	6748.0	752.0	752.0	164.0	164.0	2.0	2.0	9.0	9.0	5.0	5.0	3.0	3.0	2.0	2.0	111.0	111.0	32.0	32.0	284.0	284.0			9.0	9.0	1074.0	1074.0					10.0	10.0	2.0	2.0																
SRR13214148	9214.0	9214.0	736.0	736.0	14.0	14.0	588.0	588.0	508.0	508.0	1809.0	1809.0	1.0	1.0	24.0	24.0	794.0	794.0	6215.0	6215.0	1117.0	1117.0			8314.0	8314.0	1376.0	1376.0	142.0	142.0	27.0	27.0	3.0	3.0	3.0	3.0	11.0	11.0	7.0	7.0	171.0	171.0	74.0	74.0	855.0	855.0			2.0	2.0	1102.0	1102.0					42.0	42.0																		
SRR13214149	12.0	12.0	7733.0	7733.0	5506.0	5506.0	600.0	600.0	602.0	602.0	2802.0	2802.0			531.0	531.0	2.0	2.0	3675.0	3675.0	186.0	186.0			11769.0	11769.0	1314.0	1314.0	192.0	192.0	5.0	5.0			4.0	4.0	4.0	4.0	12.0	12.0	200.0	200.0	62.0	62.0	1.0	1.0					1.0	1.0			2.0	2.0			2.0	2.0																
SRR13214150	5188.0	5188.0	8685.0	8685.0	2472.0	2472.0	726.0	726.0	454.0	454.0	4658.0	4658.0	1.0	1.0	310.0	310.0	1199.0	1199.0	9256.0	9256.0	427.0	427.0			6392.0	6392.0	762.0	762.0	164.0	164.0	2.0	2.0			5.0	5.0	10.0	10.0	8.0	8.0	164.0	164.0	118.0	118.0	1520.0	1520.0			2.0	2.0					1.0	1.0					5.0	5.0														
SRR13489201	8586.0	8586.0	10346.0	10346.0	8188.0	8188.0	2304.0	2304.0	1156.0	1156.0	7592.0	7592.0	2.0	2.0	1814.0	1814.0	5521.0	5521.0	8109.0	8109.0	2725.0	2725.0			18012.0	18012.0	3966.0	3966.0	32.0	32.0	5.0	5.0	3.0	3.0	3.0	3.0	6.0	6.0	43.0	43.0	96.0	96.0	44.0	44.0	1114.0	1114.0			12.0	12.0					2.0	2.0			1.0	1.0																
SRR13489202	16.0	16.0	26752.0	26752.0	16510.0	16510.0	1245.0	1245.0	778.0	778.0	3490.0	3490.0	5.0	5.0	981.0	981.0	3623.0	3623.0	4424.0	4424.0	3731.0	3731.0			12682.0	12682.0	1936.0	1936.0	34.0	34.0	6.0	6.0	6.0	6.0			12.0	12.0	197.0	197.0	116.0	116.0	103.0	103.0	798.0	798.0									3.0	3.0																				
SRR13489203	21980.0	21980.0	2487.0	2487.0	1549.0	1549.0	970.0	970.0	413.0	413.0	3423.0	3423.0	1.0	1.0	622.0	622.0	3.0	3.0	4791.0	4791.0	563.0	563.0			15577.0	15577.0	3180.0	3180.0	54.0	54.0	19.0	19.0			4.0	4.0	6.0	6.0	199.0	199.0	68.0	68.0	7.0	7.0	1.0	1.0	1.0	1.0									115.0	115.0																		
SRR13489204	22972.0	22972.0	9491.0	9491.0	8.0	8.0	1045.0	1045.0	696.0	696.0	4094.0	4094.0	3.0	3.0	1033.0	1033.0	2167.0	2167.0	4382.0	4382.0	3240.0	3240.0			18276.0	18276.0	4726.0	4726.0	47.0	47.0			1.0	1.0	1.0	1.0	32.0	32.0	62.0	62.0	365.0	365.0	76.0	76.0	942.0	942.0	2.0	2.0			2118.0	2118.0			6.0	6.0			2.0	2.0							1.0	1.0								
